net|sta|evtnum|mean(azimuth)|std|median|mad|starttime|endtime
SN|JYAT|136|-0.95|5.90|-1.15|3.24|2007-08-15T20:22:00Z|2009-07-28T08:43:00Z
SN|JYAT|12|3.14|9.46|2.27|6.34|2009-08-16T07:38:00Z|2009-10-08T08:28:00Z
SN|JYAT|30|-3.10|7.12|-1.97|3.09|2009-10-10T21:24:00Z|2010-03-13T14:59:00Z
SN|JYAT|264|0.40|3.94|0.02|2.44|2010-04-05T10:05:00Z|2013-09-02T04:30:00Z
SN|LANT|184|0.37|6.86|1.25|6.24|2009-01-15T17:49:00Z|2013-09-01T11:52:00Z
SN|LINT|82|-7.35|5.54|-8.10|3.97|2011-01-13T16:16:00Z|2012-10-28T03:04:00Z
SN|LINT|43|-3.56|4.80|-3.27|5.04|2012-11-12T20:42:00Z|2013-09-01T11:52:00Z
SN|LIYO|70|0.38|5.77|-0.30|4.07|2007-09-12T11:10:00Z|2010-08-13T21:19:00Z
SN|LIYO|126|1.08|6.97|1.00|5.26|2010-09-29T17:10:00Z|2012-10-28T03:14:00Z
SN|LIYO|83|2.58|6.35|2.50|4.88|2012-10-30T02:48:00Z|2013-09-02T04:30:00Z
SN|LOXT|283|12.01|10.65|15.18|5.93|2007-08-01T17:08:00Z|2010-07-24T05:35:00Z
SN|LOXT|168|15.79|7.53|16.42|6.23|2010-07-29T07:31:00Z|2012-05-20T02:03:00Z
SN|LOXT|56|12.12|7.61|13.49|8.04|2012-06-15T01:14:00Z|2013-02-14T13:13:00Z
SN|LOXT|51|4.02|9.10|3.54|8.20|2013-02-23T08:59:00Z|2013-09-02T04:30:00Z
SN|LUYA|433|1.35|6.14|1.30|5.57|2007-08-01T17:08:00Z|2011-08-25T10:39:00Z
SN|LUYA|159|4.15|5.76|4.04|5.16|2011-09-02T10:55:00Z|2013-09-01T11:52:00Z
SN|MEIX|17|-7.95|3.65|-8.30|2.40|2007-08-01T17:08:00Z|2007-09-28T13:38:00Z
SN|MEIX|178|-4.07|4.61|-4.59|4.26|2007-09-29T05:32:00Z|2011-10-31T07:16:00Z
SN|MEIX|59|-0.85|5.69|-0.29|4.64|2011-11-04T15:43:00Z|2012-08-02T09:56:00Z
SN|MEIX|87|0.36|5.65|-1.11|4.54|2012-08-11T12:23:00Z|2013-09-02T04:30:00Z
SN|MIAX|462|-2.05|5.78|-1.56|5.24|2007-08-01T17:08:00Z|2013-09-02T04:30:00Z
SN|NSHT|170|-5.05|7.57|-5.96|6.35|2009-10-16T09:52:00Z|2012-01-24T00:52:00Z
SN|NSHT|121|3.36|5.95|3.39|4.69|2012-02-02T13:34:00Z|2013-09-02T04:30:00Z
SN|PCHT|175|-2.22|12.08|-1.75|4.43|2007-08-01T17:08:00Z|2009-10-04T10:58:00Z
SN|PCHT|246|2.00|8.80|1.79|4.11|2010-03-20T14:00:00Z|2013-09-01T11:52:00Z
SN|QLIT|256|2.84|8.90|1.93|3.87|2007-08-01T17:08:00Z|2010-12-25T13:16:00Z
SN|QLIT|85|0.68|3.77|0.19|2.79|2012-09-03T18:23:00Z|2013-09-02T04:30:00Z
SN|SHAZ|452|-3.60|6.00|-4.32|5.20|2007-08-01T17:08:00Z|2013-09-02T04:30:00Z
SN|SHNA|202|-2.26|5.49|-1.88|4.78|2007-08-01T17:08:00Z|2010-07-02T06:04:00Z
SN|SHNA|215|-0.06|5.31|0.34|4.91|2010-07-07T06:50:00Z|2013-09-01T11:52:00Z
SN|SUDE|17|-16.31|14.58|-12.19|4.05|2007-08-01T17:08:00Z|2007-09-26T12:36:00Z
SN|SUDE|253|-12.88|6.91|-13.78|6.11|2007-09-27T19:57:00Z|2011-11-20T16:31:00Z
SN|SUDE|136|-4.31|7.18|-4.59|5.96|2011-11-28T12:26:00Z|2013-09-02T04:30:00Z
SN|TABT|99|-8.36|10.30|-8.02|6.98|2007-08-05T09:28:00Z|2008-09-13T00:04:00Z
SN|TABT|284|-10.48|6.54|-10.71|6.04|2009-02-11T17:34:00Z|2013-03-24T04:18:00Z
SN|TABT|33|-3.39|5.43|-4.74|4.52|2013-04-06T04:42:00Z|2013-09-01T11:52:00Z
SN|TOCH|127|-3.33|4.39|-3.00|2.97|2007-08-08T17:04:00Z|2012-01-18T12:50:00Z
SN|TOCH|135|0.75|4.12|0.55|3.65|2012-01-24T00:52:00Z|2013-09-01T11:52:00Z
SN|XAN|402|2.62|6.80|3.24|5.28|2008-05-20T13:53:00Z|2013-08-31T06:38:00Z
SN|XANT|99|9.07|9.37|10.23|7.34|2008-04-09T12:46:00Z|2010-08-22T09:33:00Z
SN|XIXI|11|13.42|14.87|16.94|9.18|2008-01-07T03:12:00Z|2008-02-20T08:08:00Z
SN|XIXI|335|-3.06|5.40|-3.00|3.83|2008-02-20T18:27:00Z|2011-07-22T06:56:00Z
SN|XIXI|203|0.47|4.61|0.44|3.40|2011-07-23T16:34:00Z|2013-09-02T04:30:00Z
SN|YAAN|305|-3.67|4.59|-3.67|3.63|2007-08-01T17:08:00Z|2010-11-07T19:26:00Z
SN|YAAN|105|-2.92|5.33|-2.63|3.54|2010-11-16T01:39:00Z|2012-07-25T11:20:00Z
SN|YAAN|89|-0.39|4.50|-0.40|3.60|2012-08-02T09:56:00Z|2013-09-02T04:30:00Z
SN|YULG|224|-6.76|4.56|-6.94|3.98|2010-07-18T05:56:00Z|2013-09-02T04:30:00Z
SN|YULT|96|-2.60|5.90|-2.63|6.14|2007-08-08T17:04:00Z|2010-05-09T05:59:00Z
SN|ZOZ1|73|4.45|6.96|4.21|4.69|2007-09-02T01:05:00Z|2008-04-10T01:10:00Z
SN|ZOZ1|91|5.57|6.72|6.18|4.63|2008-04-16T05:54:00Z|2009-06-23T14:19:00Z
SN|ZOZT|35|-0.01|6.87|-0.07|4.30|2007-08-01T17:08:00Z|2008-06-06T20:02:00Z
SN|ZOZT|139|-0.90|4.87|-0.65|4.11|2008-06-22T07:22:00Z|2011-11-09T19:23:00Z
SN|ZOZT|135|2.75|6.90|3.29|5.04|2011-11-14T04:05:00Z|2013-09-01T11:52:00Z
SX|ANZ|63|-4.66|5.06|-4.25|4.12|2007-08-01T17:08:00Z|2008-04-09T11:13:00Z
SX|ANZ|399|-7.14|5.18|-7.13|4.42|2008-04-09T12:46:00Z|2013-01-05T08:58:00Z
SX|ANZ|51|-0.10|4.74|0.62|4.71|2013-01-21T22:22:00Z|2013-09-01T11:52:00Z
SX|BOD|47|2.76|10.34|0.76|5.13|2007-08-01T17:08:00Z|2008-02-21T02:46:00Z
SX|BOD|148|2.76|6.57|2.30|6.58|2008-02-24T14:46:00Z|2010-05-05T16:29:00Z
SX|BOD|126|-9.08|5.76|-8.94|4.95|2010-05-09T05:59:00Z|2013-02-07T00:30:00Z
SX|BOD|24|-1.95|6.44|-2.37|7.93|2013-02-11T09:40:00Z|2013-09-01T11:52:00Z
SX|CHZ|44|2.38|5.67|2.67|2.97|2007-12-08T19:55:00Z|2008-04-15T22:59:00Z
SX|CHZ|278|14.18|3.89|14.21|2.91|2008-07-19T22:39:00Z|2013-02-06T00:07:00Z
SX|CHZ|41|2.16|4.84|1.90|1.66|2013-02-07T00:30:00Z|2013-09-02T04:30:00Z
SX|DAX|334|-15.05|6.15|-15.07|5.70|2007-08-01T17:08:00Z|2010-09-29T17:10:00Z
SX|DAX|191|-4.97|7.84|-5.51|6.70|2010-09-30T03:45:00Z|2012-12-28T17:32:00Z
SX|DAX|53|0.77|6.57|0.82|4.98|2013-01-10T13:47:00Z|2013-09-01T11:52:00Z
SX|DOS|233|-9.89|14.44|-9.25|6.43|2007-08-01T17:08:00Z|2011-01-09T10:03:00Z
SX|HMA|161|-8.27|6.79|-7.83|6.78|2007-08-01T17:08:00Z|2008-12-08T18:39:00Z
SX|HMA|189|-7.68|5.34|-7.76|4.74|2008-12-25T03:20:00Z|2010-11-27T18:11:00Z
SX|HMA|207|-2.41|5.71|-1.56|4.63|2011-01-02T15:19:00Z|2013-08-31T06:38:00Z
SX|HSH|174|-15.36|6.05|-15.86|4.85|2007-08-01T17:08:00Z|2010-10-25T14:42:00Z
SX|HSH|64|-15.53|6.27|-15.94|6.02|2010-12-23T14:00:00Z|2012-12-10T16:53:00Z
SX|HSH|22|5.88|12.53|2.45|5.28|2012-12-15T04:49:00Z|2013-08-30T16:25:00Z
SX|HZH|487|-4.80|6.95|-3.94|4.67|2007-08-01T17:08:00Z|2012-10-20T23:00:00Z
SX|HZH|54|0.18|13.00|2.93|5.08|2012-10-28T18:54:00Z|2013-07-04T17:16:00Z
SX|JIC|281|-5.14|8.05|-5.88|7.31|2007-08-01T17:08:00Z|2010-10-06T19:43:00Z
SX|JIC|188|-4.16|6.41|-4.30|6.73|2010-10-12T10:21:00Z|2013-09-01T11:52:00Z
SX|KEL|275|-15.94|6.82|-16.83|5.84|2007-08-01T17:08:00Z|2010-01-16T20:08:00Z
SX|KEL|79|-16.97|5.83|-17.57|4.28|2010-01-18T01:02:00Z|2010-11-27T18:11:00Z
SX|KEL|134|0.74|6.92|-0.55|5.22|2010-12-02T03:12:00Z|2012-06-14T20:17:00Z
SX|KEL|96|-2.42|7.74|-2.35|6.54|2012-06-15T01:14:00Z|2013-09-02T04:30:00Z
SX|LIC|110|-6.49|6.04|-6.17|2.33|2007-08-01T17:08:00Z|2008-04-19T05:58:00Z
SX|LIC|35|7.58|10.95|6.30|3.19|2008-05-02T01:33:00Z|2008-09-06T05:47:00Z
SX|LIC|500|-1.89|4.65|-1.96|3.46|2008-09-08T18:52:00Z|2013-09-02T04:30:00Z
SX|LIF|359|-7.17|5.10|-6.93|4.11|2007-08-01T17:08:00Z|2011-08-04T00:16:00Z
SX|LIF|95|-7.49|4.53|-7.61|3.59|2011-08-16T11:03:00Z|2012-12-08T16:35:00Z
SX|LIF|55|1.50|5.47|2.61|4.97|2012-12-10T16:53:00Z|2013-09-01T11:52:00Z
SX|LIS|342|0.06|5.30|-0.56|4.47|2007-08-08T17:05:00Z|2010-07-26T17:08:00Z
SX|LIS|232|-6.95|5.92|-7.98|4.37|2010-07-29T07:31:00Z|2012-10-28T03:04:00Z
SX|LIS|88|-1.19|6.57|-1.25|6.06|2012-10-28T18:54:00Z|2013-09-02T04:30:00Z
SX|LNQ|90|-25.48|9.88|-25.73|7.14|2010-08-10T05:23:00Z|2012-03-20T17:56:00Z
SX|LNQ|120|-1.03|5.13|-1.27|4.24|2012-03-21T22:15:00Z|2013-09-02T04:30:00Z
SX|LOF|131|-4.00|8.02|-3.02|6.02|2007-08-01T17:08:00Z|2008-07-14T04:44:00Z
SX|LOF|394|-3.20|5.31|-3.25|5.14|2008-07-24T01:43:00Z|2012-10-30T02:48:00Z
SX|LOF|66|-1.72|4.42|-1.73|4.09|2012-11-06T01:36:00Z|2013-09-01T11:52:00Z
SX|NIW|288|-15.61|7.39|-16.46|6.90|2007-08-05T09:28:00Z|2010-08-10T05:23:00Z
SX|NIW|153|-7.67|6.80|-8.01|5.69|2010-08-13T21:19:00Z|2012-10-20T23:00:00Z
SX|NIW|58|-0.68|7.50|-1.03|8.02|2012-10-28T03:04:00Z|2013-09-01T11:52:00Z
SX|PIG|310|-11.31|7.18|-11.83|4.71|2007-08-01T17:08:00Z|2010-08-04T07:15:00Z
SX|PIG|197|-11.32|5.67|-12.35|4.28|2010-08-04T22:01:00Z|2013-01-20T10:48:00Z
SX|PIG|28|-3.22|13.01|0.27|5.30|2013-01-21T22:22:00Z|2013-04-22T04:36:00Z
SX|PIG|31|-1.28|5.18|-1.80|6.35|2013-05-11T02:08:00Z|2013-09-02T04:30:00Z
SX|SZZ|416|-5.95|4.44|-6.03|3.30|2007-08-01T17:08:00Z|2013-02-06T00:07:00Z
SX|SZZ|32|1.19|4.68|1.10|4.13|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
SX|TAG|159|-9.92|5.14|-9.97|3.94|2007-08-01T17:08:00Z|2009-06-12T09:44:00Z
SX|TAG|106|-10.59|4.70|-10.93|3.39|2009-06-23T14:19:00Z|2010-08-16T19:35:00Z
SX|TAG|136|-3.71|5.64|-4.10|4.11|2010-08-21T05:42:00Z|2012-10-20T23:00:00Z
SX|TAG|47|1.00|8.05|1.94|6.58|2012-10-30T02:48:00Z|2013-07-03T19:21:00Z
SX|TIY|436|30.72|5.21|30.94|3.98|2008-07-05T02:12:00Z|2013-01-21T22:22:00Z
SX|TIY|60|-1.43|5.24|-0.80|4.37|2013-02-06T00:07:00Z|2013-09-02T04:30:00Z
SX|XAX|265|56.63|8.75|55.52|6.94|2007-08-01T17:08:00Z|2011-01-09T10:03:00Z
SX|XAY|91|-6.73|9.86|-8.50|4.61|2007-08-01T17:08:00Z|2008-06-23T12:32:00Z
SX|XAY|344|-3.08|6.80|-4.32|5.68|2008-10-30T01:55:00Z|2013-09-02T04:30:00Z
SX|XIX|25|14.98|4.12|15.09|4.76|2007-08-01T17:08:00Z|2007-10-12T00:31:00Z
SX|XIX|124|16.53|5.46|17.05|5.10|2007-10-31T03:30:00Z|2009-03-02T00:03:00Z
SX|XIX|143|19.24|6.12|19.68|4.09|2009-03-06T10:50:00Z|2010-12-02T03:12:00Z
SX|XIX|113|-10.52|6.63|-10.17|6.39|2010-12-13T01:14:00Z|2013-01-05T08:58:00Z
SX|XIX|47|0.90|5.55|1.22|5.37|2013-01-10T13:47:00Z|2013-09-02T04:30:00Z
SX|XIY|59|-10.96|6.62|-11.88|5.13|2007-08-01T17:08:00Z|2007-12-26T22:04:00Z
SX|XIY|246|-9.19|6.31|-9.61|5.19|2008-01-22T17:14:00Z|2012-10-28T03:04:00Z
SX|XIY|57|-0.77|4.76|-0.75|4.57|2012-10-30T02:48:00Z|2013-09-01T11:52:00Z
SX|YAC|367|-4.50|10.74|-4.79|4.37|2007-08-01T17:08:00Z|2011-01-02T15:19:00Z
SX|YAC|124|170.29|7.92|170.88|4.57|2011-01-09T10:03:00Z|2012-05-12T23:28:00Z
SX|YAC|44|170.83|4.91|170.85|4.05|2012-05-23T22:59:00Z|2012-12-02T00:54:00Z
SX|YAC|52|-179.49|6.45|-179.52|4.60|2013-01-10T13:47:00Z|2013-09-02T04:30:00Z
SX|YAY|286|2.33|4.79|2.44|3.14|2007-08-01T17:08:00Z|2011-02-02T00:38:00Z
SX|YAY|139|1.81|7.15|2.08|3.01|2011-02-10T14:39:00Z|2013-02-28T18:07:00Z
SX|YAY|35|2.73|4.46|2.02|3.59|2013-03-13T03:12:00Z|2013-09-01T11:52:00Z
SX|YJI|74|58.18|10.34|58.12|5.25|2007-08-01T17:08:00Z|2009-01-03T19:53:00Z
SX|YJI|84|57.00|7.53|56.54|4.76|2009-01-15T17:49:00Z|2010-11-10T04:05:00Z
SX|YJI|81|3.99|7.79|3.46|4.98|2010-12-02T03:12:00Z|2012-12-02T00:54:00Z
SX|YJI|33|-1.27|9.63|-0.94|7.09|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
SX|YMG|339|-3.66|8.40|-2.90|8.76|2008-04-09T11:13:00Z|2012-12-02T00:54:00Z
SX|YMG|34|3.38|7.60|2.38|7.55|2012-12-05T17:08:00Z|2013-06-01T14:10:00Z
SX|YUY|402|-3.26|5.74|-3.69|3.97|2007-10-31T03:30:00Z|2013-09-01T11:52:00Z
SX|ZCH|157|-1.98|7.59|-1.49|4.77|2007-08-01T17:08:00Z|2009-07-16T23:52:00Z
SX|ZCH|111|1.13|8.53|0.76|4.17|2009-07-28T08:43:00Z|2011-08-16T11:03:00Z
SX|ZCH|93|-0.76|8.69|0.48|4.51|2011-08-30T06:57:00Z|2013-09-01T11:52:00Z
SX|ZOQ|263|29.17|7.06|27.99|5.10|2007-08-01T17:08:00Z|2009-11-17T15:30:00Z
SX|ZOQ|54|35.69|7.84|35.84|4.55|2009-11-22T07:48:00Z|2010-07-20T19:18:00Z
SX|ZOQ|171|-4.49|6.73|-4.96|5.90|2010-07-21T09:16:00Z|2012-06-23T04:34:00Z
SX|ZOQ|35|-11.73|5.68|-10.96|3.19|2012-06-24T03:15:00Z|2012-12-02T00:54:00Z
SX|ZOQ|76|-0.26|4.41|-0.53|2.92|2012-12-08T16:35:00Z|2013-09-02T04:30:00Z
TJ|JIX|325|-2.89|4.87|-2.99|3.63|2008-04-09T12:46:00Z|2013-05-23T17:19:00Z
TJ|JIX|12|3.24|3.46|2.97|3.58|2013-05-26T06:08:00Z|2013-09-01T11:52:00Z
TJ|YGZ|163|114.14|5.02|114.25|4.08|2007-10-10T00:19:00Z|2009-10-17T10:45:00Z
TJ|YGZ|204|111.75|6.83|112.10|3.94|2009-10-18T08:23:00Z|2012-04-25T07:42:00Z
TJ|YGZ|77|113.22|5.01|113.56|3.75|2012-04-29T08:09:00Z|2013-09-01T11:52:00Z
TW|KMNB|41|1.69|3.72|1.42|3.11|2009-08-27T20:10:00Z|2010-09-07T00:57:00Z
TW|SSLB|27|-6.20|8.24|-6.26|8.90|2009-07-01T09:30:00Z|2010-08-04T12:58:00Z
XJ|AHQ|640|12.21|9.75|13.02|9.92|2007-09-12T11:10:00Z|2013-09-04T00:18:00Z
XJ|AKS|694|-1.78|4.90|-1.84|4.34|2007-09-12T11:10:00Z|2013-09-04T00:18:00Z
XJ|ALS|122|-0.80|9.07|-1.19|4.91|2007-09-12T11:10:00Z|2009-02-24T05:58:00Z
XJ|ALS|287|-1.79|6.44|-1.40|4.98|2009-04-01T03:54:00Z|2012-04-11T19:04:00Z
XJ|ALS|114|0.80|6.10|0.78|5.60|2012-04-14T19:26:00Z|2013-08-04T03:28:00Z
XJ|ALT|119|-4.54|8.86|-4.44|6.09|2007-09-12T11:10:00Z|2008-08-30T06:54:00Z
XJ|ALT|172|-23.98|7.41|-24.84|6.40|2009-04-15T10:20:00Z|2010-10-25T14:42:00Z
XJ|ALT|111|-8.11|8.19|-8.73|7.58|2010-10-25T19:37:00Z|2012-04-20T22:19:00Z
XJ|ALT|17|2.25|12.76|-0.21|9.18|2012-04-21T01:16:00Z|2012-05-24T22:47:00Z
XJ|ALT|118|-6.33|7.87|-6.22|7.05|2012-06-05T19:31:00Z|2013-09-04T00:18:00Z
XJ|ATS|35|10.06|12.95|9.75|8.39|2007-09-12T11:10:00Z|2008-06-14T00:20:00Z
XJ|ATS|93|12.66|10.51|12.21|6.82|2008-06-27T11:40:00Z|2011-03-12T22:12:00Z
XJ|ATS|113|10.90|9.56|10.62|7.80|2011-03-13T01:26:00Z|2013-09-04T00:18:00Z
XJ|BAC|132|8.10|6.87|8.59|5.25|2007-09-12T11:10:00Z|2009-07-06T14:53:00Z
XJ|BAC|336|9.04|6.00|8.94|5.06|2009-07-13T10:52:00Z|2013-09-04T00:18:00Z
XJ|BCH|57|-0.11|4.59|0.18|1.79|2007-09-12T11:10:00Z|2008-02-12T01:29:00Z
XJ|BCH|455|0.84|3.68|0.58|2.25|2008-02-14T12:08:00Z|2013-03-05T06:06:00Z
XJ|BCH|32|-0.34|2.29|-0.62|2.20|2013-03-24T04:18:00Z|2013-09-04T00:18:00Z
XJ|BKO|46|2.42|6.69|2.29|3.31|2009-05-12T01:26:00Z|2009-10-10T21:24:00Z
XJ|BKO|211|3.35|4.98|3.18|3.11|2009-10-12T09:37:00Z|2011-06-18T11:31:00Z
XJ|BKO|145|3.40|4.44|3.11|3.13|2011-06-22T21:50:00Z|2012-11-16T18:12:00Z
XJ|BKO|74|-1.48|4.74|-1.36|3.24|2012-12-04T01:42:00Z|2013-09-04T00:18:00Z
XJ|BLT|96|4.60|5.84|4.86|3.92|2008-03-03T02:37:00Z|2010-03-08T02:32:00Z
XJ|BLT|32|2.86|5.64|3.68|4.55|2010-03-14T08:08:00Z|2013-09-04T00:18:00Z
XJ|BPM|107|-3.05|6.87|-2.74|4.89|2007-09-12T11:10:00Z|2009-03-30T12:11:00Z
XJ|BPM|306|-3.24|5.89|-4.21|4.84|2009-04-07T04:23:00Z|2013-09-04T00:18:00Z
XJ|BTS|471|9.29|6.23|9.06|5.35|2007-07-31T15:07:00Z|2012-06-17T03:43:00Z
XJ|BTS|25|8.18|4.32|7.43|4.23|2012-06-23T04:34:00Z|2012-09-15T16:32:00Z
XJ|BTS|22|-2.46|7.46|-2.80|4.48|2012-09-26T23:39:00Z|2013-01-08T07:51:00Z
XJ|BTS|57|-1.78|6.04|-1.62|4.49|2013-02-08T11:12:00Z|2013-09-04T00:18:00Z
XJ|CBC|258|14.91|8.84|14.73|6.15|2007-09-12T11:10:00Z|2011-04-21T16:11:00Z
XJ|CBC|111|16.43|7.68|15.93|6.52|2011-04-23T10:12:00Z|2012-10-28T03:04:00Z
XJ|CBC|43|7.55|7.78|6.64|5.60|2012-11-12T20:42:00Z|2013-09-04T00:18:00Z
XJ|FUH|210|4.71|6.44|4.20|6.56|2007-07-31T15:07:00Z|2010-11-26T17:36:00Z
XJ|FUH|222|0.44|6.73|-0.89|6.74|2010-11-30T03:24:00Z|2013-09-04T00:18:00Z
XJ|FUY|169|11.88|8.49|11.26|6.29|2007-09-12T11:10:00Z|2009-08-10T19:55:00Z
XJ|FUY|134|9.79|6.91|10.03|5.68|2009-08-16T07:38:00Z|2010-12-18T05:06:00Z
XJ|FUY|214|8.17|5.86|7.11|4.48|2010-12-21T17:19:00Z|2012-09-26T23:39:00Z
XJ|FUY|97|-0.29|7.32|-0.97|4.82|2012-10-01T22:21:00Z|2013-09-04T00:18:00Z
XJ|GAZ|111|1.25|7.58|1.14|3.87|2007-08-02T02:37:00Z|2009-01-22T13:40:00Z
XJ|GAZ|151|1.41|6.40|1.53|4.58|2009-02-12T03:49:00Z|2010-09-05T17:34:00Z
XJ|GAZ|326|2.32|5.57|2.01|4.08|2010-09-08T17:39:00Z|2013-09-04T00:18:00Z
XJ|HBH|458|-23.54|7.78|-24.30|6.00|2007-07-30T22:42:00Z|2012-09-26T23:39:00Z
XJ|HBH|57|-9.35|7.95|-10.27|6.64|2012-10-01T22:21:00Z|2013-09-04T00:18:00Z
XJ|HEF|117|7.37|5.04|7.21|3.02|2007-07-31T15:07:00Z|2009-02-15T09:24:00Z
XJ|HEF|255|6.70|7.89|6.12|3.88|2009-03-28T17:59:00Z|2011-11-23T19:24:00Z
XJ|HEF|120|2.26|7.17|2.55|6.66|2011-11-28T12:26:00Z|2013-06-01T14:10:00Z
XJ|HEF|21|-2.87|6.62|-3.26|8.07|2013-06-02T05:43:00Z|2013-09-04T00:18:00Z
XJ|HTA|32|3.47|6.58|3.79|5.34|2008-05-02T01:33:00Z|2009-03-02T00:03:00Z
XJ|HTA|24|3.66|8.36|3.70|4.82|2009-04-06T01:32:00Z|2009-12-06T17:36:00Z
XJ|HTA|171|4.39|4.89|4.62|4.23|2009-12-09T21:29:00Z|2013-09-01T11:52:00Z
XJ|HTB|51|5.86|5.83|6.28|5.40|2007-09-12T11:10:00Z|2013-08-30T16:25:00Z
XJ|HTTZ0|435|15.06|9.13|15.31|4.82|2008-07-23T15:26:00Z|2013-09-04T00:18:00Z
XJ|HYS|152|-4.46|8.22|-4.67|5.05|2007-09-12T11:10:00Z|2012-05-20T02:03:00Z
XJ|HYS|29|-8.93|10.31|-9.94|6.45|2012-07-28T20:03:00Z|2013-09-01T11:52:00Z
XJ|JHE|212|13.38|8.60|10.80|7.06|2010-06-26T05:30:00Z|2012-09-14T04:51:00Z
XJ|JHE|56|9.89|7.03|9.12|6.40|2012-10-01T22:21:00Z|2013-09-04T00:18:00Z
XJ|KMS|223|4.32|5.56|4.90|4.43|2007-08-02T02:37:00Z|2010-09-30T03:45:00Z
XJ|KMS|202|6.44|5.08|6.18|4.39|2010-10-08T03:26:00Z|2012-05-29T02:40:00Z
XJ|KMS|98|3.57|5.33|3.67|5.00|2012-05-29T07:00:00Z|2013-06-13T13:24:00Z
XJ|KMS|22|-2.58|5.28|-1.86|4.50|2013-06-13T16:47:00Z|2013-09-04T00:18:00Z
XJ|KMY|46|0.97|13.41|3.95|3.66|2007-09-12T11:10:00Z|2008-09-16T11:15:00Z
XJ|KMY|326|-1.35|4.31|-1.05|3.27|2009-05-12T01:26:00Z|2012-07-11T02:31:00Z
XJ|KMY|25|-19.55|5.96|-19.04|4.03|2012-07-25T00:27:00Z|2012-10-01T22:21:00Z
XJ|KMY|54|-1.27|5.10|-1.38|6.60|2012-10-03T13:32:00Z|2013-06-01T14:10:00Z
XJ|KMY|21|2.52|5.88|4.10|3.75|2013-06-02T05:43:00Z|2013-09-04T00:18:00Z
XJ|KOL|361|-9.43|9.05|-9.92|6.92|2008-04-23T14:05:00Z|2012-05-20T02:03:00Z
XJ|KOL|97|-11.53|9.43|-13.18|9.01|2012-06-05T19:31:00Z|2013-09-04T00:18:00Z
XJ|KSH|240|17.86|12.51|16.45|9.93|2008-05-02T01:33:00Z|2011-05-04T17:38:00Z
XJ|KSZ|148|10.07|7.86|10.79|4.34|2007-09-12T11:10:00Z|2010-10-08T05:43:00Z
XJ|KSZ|88|9.45|5.28|9.57|4.30|2010-11-30T03:24:00Z|2012-08-10T18:37:00Z
XJ|KSZ|50|3.50|5.51|4.06|6.02|2012-08-14T02:59:00Z|2013-09-04T00:18:00Z
XJ|KUC|162|-0.88|8.41|-1.21|5.86|2007-09-12T11:10:00Z|2010-02-26T08:37:00Z
XJ|KUC|38|-1.90|10.66|-1.70|4.97|2010-03-16T09:44:00Z|2010-08-04T12:58:00Z
XJ|KUC|216|0.63|5.86|0.33|5.08|2010-10-25T14:42:00Z|2013-09-04T00:18:00Z
XJ|LHG|58|1.56|8.21|-0.55|5.59|2011-03-09T21:22:00Z|2011-08-04T00:16:00Z
XJ|LSG|143|9.74|5.02|9.50|4.12|2007-08-02T02:37:00Z|2009-10-12T03:15:00Z
XJ|LSG|217|10.72|4.89|11.09|4.00|2009-10-15T18:33:00Z|2012-10-01T22:21:00Z
XJ|LSG|50|1.07|5.27|1.82|3.28|2012-10-03T13:32:00Z|2013-09-04T00:18:00Z
XJ|LTA|85|-0.16|9.25|0.56|6.14|2008-06-28T12:54:00Z|2010-07-29T07:31:00Z
XJ|LTA|54|4.64|6.14|4.28|4.78|2010-08-04T07:15:00Z|2011-08-04T13:51:00Z
XJ|LTA|74|0.36|6.27|1.02|5.12|2011-08-11T18:22:00Z|2013-09-04T00:18:00Z
XJ|MUL|37|5.58|10.12|5.26|6.18|2009-08-09T10:55:00Z|2011-02-07T19:53:00Z
XJ|MUL|56|10.94|6.13|11.44|4.28|2011-03-07T00:09:00Z|2011-05-19T20:15:00Z
XJ|MUL|148|5.31|6.53|6.40|6.60|2011-05-20T00:46:00Z|2013-09-04T00:18:00Z
XJ|QHE|437|-6.59|7.64|-8.12|4.89|2007-08-02T02:37:00Z|2013-09-04T00:18:00Z
XJ|QMO|373|20.10|12.20|23.66|6.02|2008-09-09T12:22:00Z|2012-04-14T19:26:00Z
XJ|QMO|123|20.53|12.95|23.28|6.73|2012-06-15T01:14:00Z|2013-09-04T00:18:00Z
XJ|RGN|175|40.55|10.98|40.42|8.97|2011-03-07T00:09:00Z|2013-05-14T00:32:00Z
XJ|RGN|18|-6.92|12.81|-4.70|7.85|2013-05-17T06:43:00Z|2013-09-04T00:18:00Z
XJ|RUQ|148|11.78|9.98|14.41|7.81|2008-07-13T14:58:00Z|2010-10-25T14:42:00Z
XJ|RUQ|157|15.06|7.96|16.39|4.39|2010-11-30T03:24:00Z|2012-06-03T11:14:00Z
XJ|RUQ|90|10.96|8.07|11.73|6.37|2012-06-10T12:44:00Z|2013-09-04T00:18:00Z
XJ|SCH|215|0.74|13.44|1.05|9.55|2007-09-12T11:10:00Z|2010-12-13T01:14:00Z
XJ|SCH|22|-0.34|14.46|0.60|6.56|2013-05-14T00:32:00Z|2013-09-04T00:18:00Z
XJ|SHZ|113|19.77|11.34|19.62|7.89|2007-08-08T17:04:00Z|2013-09-04T00:18:00Z
